school,category,parent,name,url,parser,categories
國立臺灣海洋大學,行政單位,,校長室,https://president.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,秘書室,https://sec.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,教務處,https://academic.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,教務處,註冊課務組,https://academic.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,教務處,招生組,https://admission.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,教務處,學術服務組,https://academic.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,教務處,實習暨就業輔導組,https://academic.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,教務處,進修推廣組,https://oce.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,教務處,教學中心,https://tlc.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,學生事務處,https://osa.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,學生事務處,生活輔導組,https://life.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,學生事務處,課外活動指導組,https://activity.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,學生事務處,衛生保健組,https://health.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,學生事務處,諮商輔導組,https://counsel.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,學生事務處,住宿輔導組,https://dorm.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,學生事務處,校安中心,https://safe.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,總務處,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,文書組,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,事務組,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,出納組,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,保管組,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,營繕組,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,環安組,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,總務處,駐衛警察隊,https://ga.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,研究發展處,https://research.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,研究發展處,計畫業務組,https://research.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,研究發展處,學術發展組,https://research.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,研究發展處,產學技轉中心,https://research.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,研究發展處,研究船船務中心,https://research.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,國際事務處,https://oia.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,國際事務處,國際合作組,https://oia.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,國際事務處,國際學生事務組,https://oia.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,人事室,https://personnel.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,主計室,https://accounting.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,圖書暨資訊處,https://lis.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,體育室,https://pe.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,校友服務中心,https://alumni.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,行政單位,,產學營運總中心,https://ciic.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,,海運暨管理學院,https://cmsm.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海運暨管理學院,商船學系,https://mmd.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海運暨管理學院,航運管理學系,https://dstm.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海運暨管理學院,運輸科學系,https://ts.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海運暨管理學院,輪機工程學系,https://me.ntou.edu.tw/,GENERIC,
國立臺灣海洋大學,教學單位,海運暨管理學院,海洋經營管理學士學位學程,https://obm.ntou.edu.tw/,GENERIC,
